guess,exp_remaining,entropy,worst_case,partitions
flirt,1195.995220474869,4.517627867719347,3028,146
chard,1196.0305272895466,4.583476446991508,3003,143
quits,1196.0339192106076,4.383555688578018,2920,111
lossy,1196.240826395313,4.4337174915245345,2677,118
withs,1196.359081097749,4.536141085037538,2946,141
detox,1196.3630897317298,4.314352582240096,2830,117
sansa,1196.6575701510947,4.433224240942736,2951,113
massy,1196.6692876965772,4.403913992315523,2520,125
ardor,1196.6702127659576,4.416210712180904,2542,124
coots,1196.718470551958,4.611413515775375,2970,142
staws,1196.7241751464694,4.392983564591655,2722,118
sammy,1196.7790625963614,4.308042318447042,2520,118
crepy,1196.931699044095,4.5565129573627345,2804,144
holos,1196.9468085106382,4.528900383010979,2886,139
combe,1197.4602220166512,4.531037046339225,2704,134
varve,1197.9426456984274,4.198730148340518,2641,100
kinda,1198.0340733888374,4.591737131436616,2850,143
ghost,1198.086185630589,4.535863905151271,2612,138
withe,1198.1017576318225,4.475129553878182,2792,131
alant,1198.177459142769,4.528646628952133,3128,130
pocks,1198.1836262719703,4.590561877181666,3012,133
yowed,1198.2102991057664,4.461323594814278,2904,127
durrs,1198.2704286154794,4.493986846816934,2763,126
scabs,1198.2849213691027,4.340167120207333,2713,99
delph,1198.3341042244836,4.497371215488389,3072,120
candy,1198.6712920135676,4.604995288996811,3159,151
cowed,1198.672525439408,4.5253593679016815,2986,126
polls,1198.799414122726,4.536461078287308,2942,120
rarer,1199.1174838112859,4.212515208735388,2704,86
dusty,1199.1194881282763,4.5634270889949295,2601,135
brier,1199.2297255627504,4.44849697789986,2987,122
crapy,1199.2343509096515,4.604650533193388,2994,155
henna,1199.435707678076,4.3328994034100505,2270,114
beret,1199.4437249460377,4.694950830334947,3356,146
azlon,1199.4605303731114,4.308798319117081,2534,112
loops,1199.464230650632,4.554938951786046,2942,135
quite,1199.581868640148,4.292121385165703,2567,105
rural,1199.7473018809744,4.417750520872036,2894,116
betta,1199.9398704902867,4.361583896889328,2286,120
sewed,1199.9782608695652,4.535689374324154,2834,137
plume,1199.9782608695652,4.56586607103073,2851,148
treyf,1200.049799568301,4.405751261388415,2778,123
white,1200.073234659266,4.522463611145125,2792,150
piony,1200.119179771816,4.610989727691766,3218,144
craft,1200.3166820844897,4.540938374787434,2978,143
felty,1200.5618254702435,4.528751256399383,2881,151
turbo,1200.6145544249152,4.572255727507705,3142,140
hangi,1200.6307431390687,4.515208473575129,2987,147
ziram,1200.8052728954672,4.364415437981477,2864,121
layup,1200.8526056120875,4.461243925470096,3068,119
sculp,1200.944650015418,4.488167446779527,2841,134
chafe,1201.0242059821153,4.43326003195048,2258,129
egest,1201.0618254702435,4.295214626112765,2236,123
washy,1201.1820844896702,4.3823964860772024,2418,128
vells,1201.2061362935553,4.310705255663609,2540,117
feeds,1201.2580943570767,4.460801031161485,2768,130
cymar,1201.3601603453592,4.50179284735599,2971,133
jiber,1201.7707369719396,4.297513213766026,2890,118
limba,1201.9168979340118,4.520139113999764,2866,136
chiro,1202.1390687634905,4.541596209647557,2986,142
burke,1202.1716003700278,4.561254691285021,2937,140
bourn,1202.2141535615172,4.595045693224758,3170,149
remix,1202.217699660808,4.3323813600085606,2842,121
jural,1202.3943879124267,4.327717131396709,2820,119
capul,1202.4307739747148,4.547945582886973,3127,147
kamas,1202.4912118408881,4.510790514879839,2983,133
enews,1202.527597903176,4.318319210478877,2436,122
venae,1202.5538082022817,4.4321608046024625,2741,130
songs,1202.8009559050263,4.538796227509725,3109,123
guaco,1202.8325624421832,4.429964418538462,2452,121
naffs,1203.0974406413814,4.1328385401939025,2631,93
zoism,1203.1019118100523,4.285923677458309,2489,115
wanze,1203.258402713537,4.325556103977242,2523,121
grigs,1203.299414122726,4.323232517372019,2648,118
downa,1203.5242059821153,4.519171792456273,2688,135
carta,1203.777366635831,4.62755384190193,3300,143
tocos,1203.8131359851989,4.556975330199811,2970,136
thagi,1203.873419673142,4.474225808163183,2827,147
mowed,1204.0695343817454,4.508204772201752,2986,129
bowne,1204.249768732655,4.506407486528353,2761,129
utter,1204.5662966389145,4.304657759354036,2914,113
akela,1204.5713845205057,4.340212113761942,2394,119
gulps,1204.7548566142461,4.604676922584159,3004,150
whits,1204.7673450508787,4.5809475037112675,2946,155
scapa,1204.9579093432008,4.39418841879937,2692,126
courd,1204.9964539007092,4.664239719455026,3292,152
premy,1205.0834104224484,4.534254246837962,2863,143
naiad,1205.3206907184706,4.576892137449473,3257,131
brank,1205.4387912426766,4.491924498604306,3029,145
pilaw,1205.518347209374,4.49356899519912,2931,124
yapps,1205.568763490595,4.253817664608661,2560,112
aight,1205.8040394696268,4.482271812312081,2827,134
ontic,1205.9699352451435,4.462271485021383,3078,138
diene,1205.972710453284,4.6656592125318905,3285,134
tryer,1206.0801726796176,4.4063690030080105,3053,119
mists,1206.1302806043786,4.563248949817451,3111,135
masks,1206.13675609004,4.453295517685759,2983,122
edile,1206.3570767807585,4.468107924121591,3123,122
messy,1206.618408880666,4.372847989931117,2207,124
amnic,1206.7072155411656,4.473415712306911,2845,133
sturt,1206.849830403947,4.393203609284221,2748,123
tayra,1206.8621646623496,4.508858623425295,3150,131
fract,1206.95436324391,4.52007896289645,2978,143
riggs,1206.9571384520505,4.29803170737018,2648,111
marri,1207.2812210915818,4.432473580963614,2952,126
midge,1207.6056120875733,4.547168004626881,2967,136
ambit,1207.735584335492,4.462605311844641,2798,128
rakia,1207.8825161887141,4.453379552391029,3038,130
sedes,1207.9269195189638,4.528088511859792,3051,120
motts,1208.0098674067222,4.49428455321025,2979,123
beaux,1208.0127967930928,4.167788501278815,2139,103
joual,1208.0652173913043,4.2816233583006795,2401,116
unhat,1208.3712611779217,4.426336658969004,2881,122
alary,1208.3846746839347,4.48731462283701,3038,133
flyte,1208.5514955288313,4.429058222999599,2881,138
kirks,1208.632593277829,4.329285152857224,2770,115
leuch,1208.8285538082023,4.465359525087602,2824,136
glaik,1208.9614554424916,4.499654719532676,2974,137
dhoti,1209.1995066296638,4.504142704907759,3113,131
campo,1209.290625963614,4.476644819454695,2847,135
redid,1209.3109774899783,4.41178848246428,2979,126
rupee,1209.4434165895775,4.5599030087161445,3276,123
leger,1209.5485661424607,4.532926598704126,3146,140
glums,1209.5666049953747,4.542451120079372,2942,141
gnows,1209.741597286463,4.443402897359307,2861,127
juves,1209.8049645390072,4.159942061098812,2532,98
ackee,1209.8442799876657,4.333439614421456,2635,108
recco,1209.9984582176996,4.239884304779046,2708,113
wavey,1210.1538698735737,4.2673795467913465,2542,115
skols,1210.191643539932,4.448456177186786,3067,113
whins,1210.459142769041,4.518256199567817,2890,134
yills,1210.550107924761,4.3771894715295385,2705,117
faena,1211.13660191181,4.357389280743006,2502,119
stint,1211.1381436941103,4.463353027534515,2847,123
slump,1211.1441566450817,4.514109196150846,2924,143
trugo,1211.163274745606,4.54894901720654,3106,143
ebony,1211.254548257786,4.445199766880199,2652,125
forex,1211.4087264878199,4.310742635218137,2942,117
embay,1211.5937403638607,4.3583773127450565,2488,127
bokeh,1211.686247301881,4.382682511297428,2784,118
tarry,1212.0348442799877,4.511231716137766,3150,133
malar,1212.1506321307431,4.562298800703436,3174,136
devon,1212.1618871415355,4.424150453738783,2884,139
sulph,1212.2160037002775,4.586769527801091,2948,152
erned,1212.2725871107,4.61337037025546,3294,144
ojime,1212.290471785384,4.195490702016938,2208,97
kapas,1212.3741905642923,4.50152210920667,3009,135
morra,1212.477644156645,4.450584604174869,2698,132
vilde,1212.6188714153561,4.535530612382742,3051,144
barmy,1212.6973481344435,4.595402365589488,3179,148
niece,1212.8402713536848,4.499034704298364,3107,117
sicky,1212.8666358310206,4.470313309718142,2736,130
adage,1212.931236509405,4.329575193599085,2654,107
coons,1213.263490595128,4.556616857399955,2914,134
stews,1213.4761023743447,4.350695130286312,2526,113
impro,1214.104995374653,4.341347214675908,2856,117
cycas,1214.1443108233118,4.203100639296913,2379,115
chops,1214.1629663891458,4.604397190205218,2969,148
lefty,1214.323465926611,4.471015681596017,2881,140
parky,1214.4253777366637,4.604349998875121,3181,146
runty,1214.5242059821153,4.597656252489333,3210,146
abysm,1214.595590502621,4.2590706517939125,2343,112
ummas,1214.8530681467778,4.229664317377657,2563,117
umbre,1214.9104224483503,4.428292033789338,2880,139
fraud,1215.0918902251003,4.484462276152301,2960,130
shams,1215.2349676225717,4.4659686840144825,2830,127
fumer,1215.3781991982733,4.458228309605396,2994,127
roofs,1215.467776749923,4.403943951287693,2776,120
paolo,1215.4993832870798,4.422944861464299,2948,120
venom,1215.504162812211,4.321712225328527,2708,117
quags,1215.5949737897008,4.230880824231111,2564,95
sesey,1215.7230958988591,4.370320927232905,2683,113
cotts,1215.8765032377428,4.515744823805817,2970,130
snood,1215.9457292630282,4.462352885907614,2743,127
iched,1215.9855072463768,4.350619617881496,2889,115
horah,1216.1344434165896,4.291888717247576,2681,102
polje,1216.1373728029603,4.400407196714234,2766,112
franc,1216.1538698735737,4.4068717579849785,2982,120
shown,1216.4010175763183,4.449070720653613,2810,135
glory,1216.4170521122417,4.540874104117984,3092,145
sexts,1216.4811902559359,4.315428015171509,2667,103
smits,1216.690872648782,4.537314718479449,3111,131
chavs,1216.7422139993832,4.398473650176288,2616,119
resee,1217.2511563367252,4.377881626147803,2502,100
gorge,1217.4569842738206,4.381363717107664,2821,128
greet,1217.6214924452668,4.589827098206693,3280,143
gadje,1217.8618563058897,4.267344932891995,2589,111
monos,1217.881745297564,4.534869134893582,2972,132
befit,1218.126888683318,4.428772739237274,2843,133
moons,1218.1962688868332,4.542991931039819,2972,131
soths,1218.2900092506939,4.56865836208897,3153,131
cerci,1218.340579710145,4.300392272046253,2835,114
dwelt,1218.5291396854764,4.436894626677137,2933,136
prawn,1218.5669133518347,4.43756634392337,3001,122
kubie,1218.713228492137,4.432167819773304,2540,127
acari,1218.831791551033,4.385567967265638,2941,130
parch,1219.1975023126734,4.578985235626664,3236,141
fatly,1219.199969164354,4.515083044328463,3136,138
jurat,1219.2144619179771,4.399403448571757,2944,120
pyned,1219.2223250077088,4.557153949729565,3151,140
gauge,1219.240055504163,4.231067392066761,2404,117
gavot,1219.4378661732962,4.326623422629243,2746,116
blude,1219.4423373419672,4.5483304177468415,3010,148
amahs,1219.6376811594203,4.399279057997909,2830,124
djins,1219.8535306814679,4.366906417108443,2807,102
sixty,1219.8783533765031,4.346361893238833,2718,118
bruit,1219.9108849830404,4.595362941296027,3227,153
azyms,1219.917977181622,4.187620886528306,2420,107
bliss,1219.9574468085107,4.4350606941712005,3039,119
dishy,1220.1700585877275,4.445507143897596,2701,134
foehn,1220.3057354301573,4.37923580854187,2538,111
gaged,1220.345359235276,4.247804757973341,2654,111
tanti,1220.4116558741905,4.471019473897801,3053,128
veiny,1220.5609004008634,4.410966317408283,2821,134
tarty,1220.5709219858156,4.498490856302656,3150,135
devil,1220.6552574776442,4.484492968907121,3051,148
plugs,1220.6842429848905,4.571925100466692,3004,144
jests,1220.8532223250077,4.2600454312345395,2633,97
clout,1220.8837496145545,4.579610356687677,3254,147
kerne,1221.213228492137,4.576103956155692,3308,137
gibed,1221.327166204132,4.511345355749596,3059,137
oculi,1221.5197348134443,4.371585434832428,2803,121
semes,1221.5841813135985,4.485056468208186,3028,122
pupae,1221.5925069380203,4.272574685735279,2249,115
axoid,1221.7190872648782,4.271823194722115,2572,117
ahead,1221.736046870182,4.371698646224509,2543,118
khafs,1221.7759790317607,4.38481005297284,2681,127
depth,1221.831174838113,4.467670014623032,3081,117
bodge,1221.8496762257168,4.518279059149197,2906,136
rally,1221.8675609004008,4.391708781367978,3038,122
pilaf,1221.8777366635832,4.4816289669722105,2945,121
buaze,1221.9485044711687,4.286053357480706,2291,116
pandy,1222.2079864323157,4.590252635207987,3203,139
grype,1222.244526672834,4.466147803610227,2969,133
soums,1222.3354918285538,4.523633312254247,3169,130
javel,1222.3553808202282,4.160559075376576,2660,108
sappy,1222.4387912426766,4.296954159591704,2560,121
knosp,1222.5345359235275,4.395014474277164,2683,118
abyss,1222.6120875732347,4.180396102100893,2550,103
hosts,1222.8382670366943,4.561816797947788,3153,132
pikau,1222.9209065679927,4.341285125225784,2598,127
proyn,1222.9239901325932,4.499376251805674,3156,128
stops,1223.0234350909652,4.488873152563555,3076,126
nuked,1223.068300955905,4.458991356093451,3053,130
tossy,1223.2267961763798,4.46128243249172,2770,129
yente,1223.427073697194,4.517946216646677,3221,125
bedim,1223.4781066913351,4.465841006489227,2973,138
rebel,1223.5558125192722,4.5327781071146855,3213,130
oxime,1223.6390687634905,4.1933348133237995,2240,115
twerp,1224.0584335491828,4.395692487567101,2876,129
poots,1224.1419981498611,4.606471450687371,3076,146
proud,1224.332099907493,4.589155201033441,3261,143
equal,1224.354455750848,4.144023876767777,2460,87
judos,1224.354609929078,4.3006331225653875,2808,127
bowat,1224.6561825470244,4.426776555070792,2742,124
gugas,1224.7024360160344,4.271020298036226,2564,120
pirai,1224.7981806968855,4.389391072459859,2907,120
wings,1224.9932161578786,4.506108734469401,2936,135
favor,1225.177304964539,4.267425199538435,2709,120
yeves,1225.3023435090965,4.314483907592466,2561,117
odder,1225.3848288621646,4.254878338791825,2830,113
usual,1225.7301880974405,4.15466304763682,2222,91
weeds,1225.7630280604378,4.476164601345961,2834,135
extol,1225.9574468085107,4.2119659840814,2404,120
quins,1226.0646006783843,4.316302645582468,2914,103
corso,1226.4847363552267,4.497375522157026,2590,128
datal,1226.5198889916744,4.489566261967514,3237,126
tymps,1226.7189330866481,4.444951899848795,2895,132
cills,1226.7650323774283,4.4699317285952676,2915,116
gawsy,1226.9474252235584,4.381710815400311,2498,126
mohua,1227.067992599445,4.429314812122348,2563,132
anion,1227.0943570767809,4.315031849770583,2497,118
shaps,1227.145698427382,4.473285089729704,2814,133
cowan,1227.36416897934,4.463612800462303,2802,127
yogee,1227.4128893000309,4.3490597125837605,3136,106
cloze,1227.5043169904409,4.360649041698236,2695,123
brond,1227.744989207524,4.593984431865344,3266,151
motte,1227.7926302806043,4.431370836532205,2777,119
koban,1228.0353068146778,4.4709673189631625,2758,140
silly,1228.1312056737588,4.415352045342839,2705,127
chips,1228.2878507554733,4.565683307222772,2983,146
rubli,1228.4289238359543,4.444717779039257,3003,140
chogs,1228.4355534998458,4.516586631075544,2920,134
conns,1228.4838112858465,4.450003647216291,2914,120
lucks,1228.5217391304348,4.517238681629247,3016,133
mirth,1228.5238976256553,4.591864843994998,3341,138
march,1228.900246685168,4.562043431427654,3249,136
kreng,1228.927690410114,4.4041651461079185,2867,123
spags,1228.9822695035461,4.3861486680333455,2829,115
gools,1228.9896700585878,4.517109609879953,2936,140
micks,1229.2186247301881,4.508987753452653,3005,129
among,1229.3826703669442,4.4087409918878135,2686,126
music,1229.4330866481653,4.459409386965977,2624,136
terry,1229.576472402097,4.480008264462273,3053,127
sulky,1229.641073080481,4.554577042093392,2934,146
powan,1229.9690101757633,4.450902509762188,2778,130
vaunt,1230.0302189330866,4.419350004276858,3108,124
topos,1230.1463151403022,4.547479813362525,3076,136
dunam,1230.3074313906877,4.536935089901886,3029,152
weest,1230.4193647856923,4.4300330271074095,2526,140
yapok,1230.7084489670058,4.340972538093665,2766,121
burin,1230.7884674683935,4.563688895448544,3273,152
gowds,1231.0490286771508,4.44391593274123,2907,123
veldt,1231.277366635831,4.408469229375325,3104,122
yonic,1231.3370336108542,4.454121664344967,3220,124
denet,1231.3524514338576,4.65646718323802,3395,144
ixias,1231.36416897934,4.03943487518014,2424,86
scurf,1231.5527289546717,4.339510305756312,2709,117
slish,1231.5854147394389,4.431150278577644,2986,116
yamun,1231.694881282763,4.450804537480818,3109,125
topic,1231.704594511255,4.509129511859216,3271,128
decad,1232.3196114708603,4.2886515329956065,2514,117
skyey,1232.4061054579092,4.0987992655145,2371,91
haulm,1232.6372186247302,4.497420196613986,3185,136
thraw,1232.8663274745606,4.472588591886473,3098,130
oubit,1232.9935245143386,4.427561994740408,2903,134
teiid,1232.9938328707985,4.443997422929516,3088,119
mysid,1233.0709219858156,4.456414661642262,2705,125
asyla,1233.0869565217392,4.285329574477483,2543,112
diwan,1233.2630280604378,4.514407212422603,2977,141
fiend,1233.4602220166512,4.5398374583653975,2965,145
drack,1233.4791859389454,4.47231945777204,3066,123
samba,1233.6709836571076,4.398237422772983,2872,125
flows,1233.767653407339,4.369554943511554,2875,125
shift,1233.886833179155,4.505606640454699,2948,139
furol,1234.2611779216775,4.448686753707659,3094,139
woman,1234.4417206290473,4.445342395101512,2793,131
snobs,1234.7739747147702,4.380534924011377,3077,107
evets,1235.0373111316683,4.298363473894079,2595,116
scurs,1235.13598519889,4.390899947988536,2948,118
eloge,1235.2067530064755,4.386534794927757,2909,117
duroc,1235.2237126117793,4.558616610302462,3292,137
hexad,1235.323003391921,4.241855962230641,2511,113
bravo,1235.3339500462534,4.323273292285864,2679,119
swith,1235.4839654640764,4.507735437052063,2946,153
nomen,1235.7362010484119,4.310575790092424,2832,113
handy,1236.0340733888374,4.5182788248450105,3184,147
almud,1236.1517113783534,4.51857751625144,2978,142
kugel,1236.2670366944187,4.39672715371214,2928,124
poons,1236.2829170521122,4.5523673746162014,3023,137
bogan,1236.4384828862164,4.511281625225137,2815,142
amowt,1236.482115325316,4.317167166868813,2656,108
swack,1236.5055504162813,4.337140740411387,2633,122
urdee,1236.5662966389145,4.565680721713582,3371,128
sloom,1236.5831020659882,4.412762158160186,2869,127
buhls,1236.7477644156645,4.496257225671893,2977,142
skirr,1236.751002158495,4.293776118101385,2770,107
goban,1236.845821769966,4.513461759520879,2815,142
tided,1236.8803576934936,4.384025879842831,3088,123
soyuz,1236.9355534998458,4.220602680886004,2761,98
zacks,1237.1527906259637,4.275643265602231,2793,101
covey,1237.1890225100217,4.36162884434208,2869,120
gebur,1237.245451742214,4.4407234223089915,2946,141
sweed,1237.3376503237744,4.450611437457673,2834,132
swads,1237.3439716312057,4.336295764767426,2753,113
krang,1237.427536231884,4.440491181591514,3084,130
rerig,1237.531760715387,4.365638710655053,2970,120
jehad,1237.7261794634599,4.18035629694569,2474,107
kaing,1237.872340425532,4.491009810555788,3131,131
pulks,1238.0143385753931,4.597667071055045,3152,150
hakas,1238.4108849830404,4.45461740973018,3001,137
slily,1238.477181621955,4.379457753597833,2705,120
egret,1238.568455134135,4.450393605867047,3280,129
meses,1238.9246068455134,4.438924003581084,3028,124
natch,1239.0558125192722,4.499849945843514,3226,138
borax,1239.3020351526363,4.32976565926891,2738,120
liege,1239.486123959297,4.504862127477349,3160,128
kophs,1239.536386062288,4.49304922567417,3085,133
qorma,1239.973172987974,4.236221782781444,2660,93
jambs,1240.050416281221,4.235860642236793,2803,111
sonny,1240.1117792167745,4.405607911412331,2769,126
beigy,1240.2055195806352,4.418823049415864,2786,128
wooer,1240.236355226642,4.364033247164299,2990,114
squit,1240.240363860623,4.279646844732917,2920,101
brize,1240.2414431082332,4.367380658823058,2902,128
biked,1240.2736663583103,4.458280111896359,3067,134
logos,1240.3257786000618,4.448120631846541,2936,132
orgic,1240.349522047487,4.377143131534583,3020,126
sinhs,1240.3826703669442,4.485477230017245,3142,123
there,1240.4184397163122,4.5506973000109205,3241,141
wanly,1240.5038544557508,4.508271704466388,3230,137
sabha,1240.6031452358927,4.343804858732539,2827,125
fiere,1240.6105457909343,4.473638140966556,3169,131
aroba,1240.7517730496454,4.360823154197043,2834,120
soups,1240.764107308048,4.53401008572127,3206,135
pluot,1240.8667900092507,4.57688907010679,3259,145
guyle,1241.2960222016652,4.49359275461544,2804,139
hoagy,1241.6241134751774,4.455954908045074,2786,128
barro,1241.8065063213073,4.37379659826334,2834,129
bubas,1241.8120567375886,4.249896964922924,2589,125
agmas,1241.936478569226,4.343634197368355,2826,125
spins,1242.1125501079248,4.469798566313471,3138,127
atilt,1242.117637989516,4.396536442583124,2854,121
arere,1242.168208448967,4.368537142676729,2704,113
shots,1242.2052112241752,4.571460085156753,3153,132
hymen,1242.5331483194573,4.356166636695053,2930,131
volti,1242.5383903792786,4.410162544243202,3176,130
exact,1242.68177613321,4.207280062820429,2417,105
silks,1242.7294172062905,4.517570415046857,3192,135
zowie,1242.7375886524824,4.180868879435834,2406,110
bocks,1242.958834412581,4.484888982887068,3030,133
slomo,1243.0530373111317,4.401038385908612,2869,131
weems,1243.386370644465,4.399354990596967,2788,122
waacs,1243.4400246685168,4.3837925334177825,2914,118
indew,1243.519118100524,4.360852930039398,2995,123
spasm,1243.536694418748,4.3461275216981825,2837,119
knows,1243.5706136293556,4.401472695436616,2971,130
picot,1243.6950354609928,4.55957159113159,3271,140
potts,1243.7614862781375,4.5081098144983915,3076,130
getup,1243.8704902867714,4.37157306724934,2858,116
frisk,1243.8846746839347,4.37943031333525,2541,133
agora,1244.1011409189023,4.302118145336857,2804,116
cramp,1244.1740672217084,4.466215385078156,3125,136
fogey,1244.4011717545482,4.3675595961634475,2838,126
ganof,1244.4835029293863,4.379709496906351,2841,130
craal,1244.5547332716621,4.496204824079126,3178,128
bolos,1244.5619796484737,4.503825860604269,2987,144
jagir,1244.6296638914584,4.277333921705337,2968,117
stims,1245.108541473944,4.444194479105507,3111,125
evens,1245.1899475794019,4.253718707837358,2495,125
dited,1245.2866173296331,4.383901411633178,3088,121
hemic,1245.3250077089115,4.389039741011721,2863,123
braai,1245.8788159111934,4.4189814046645,3034,131
bufos,1245.880820228184,4.413347622850437,2944,130
adaws,1245.8988590810977,4.250673038089445,2753,113
troll,1245.9489670058588,4.33852977249192,3086,107
yitie,1246.0923527597904,4.291684287689808,2823,99
murid,1246.104841196423,4.615668628853258,3343,149
apeek,1246.1671292013568,4.306104880654667,2609,112
teuch,1246.1934936786927,4.4841065662964095,2900,142
forze,1246.1970397779833,4.316117640924864,2892,119
dogma,1246.208757323466,4.451900040381645,2734,135
yeggs,1246.22787542399,4.123629865783123,2256,95
ngoma,1246.5445575084798,4.374435505942025,2686,128
campi,1246.6827012025901,4.455176919885375,3033,133
china,1247.0163428923836,4.562328482386256,2917,150
dhows,1247.2099907493061,4.433095795250027,2898,136
bunde,1247.2392846130126,4.543505881198207,3071,145
ramal,1247.3703361085416,4.479244890290494,3174,132
bools,1247.495991366019,4.511159181411017,2987,139
nomos,1247.6893308664817,4.445501218758461,2972,129
vimen,1247.690410114092,4.4117970756948495,3041,133
setts,1247.6975023126734,4.373414363239204,2725,108
koala,1247.7217082947889,4.3849648362069935,3033,119
mills,1247.8011100832562,4.4547263801932475,2978,124
pudor,1248.2056737588653,4.536571393706913,3261,140
hulks,1248.2792167745915,4.524354037174145,3104,141
grize,1248.386062288005,4.3667607576819485,2885,122
ogive,1248.5508788159111,4.210779257139709,2268,118
funds,1248.5716928769657,4.449586303795354,2909,130
smock,1248.6606537156954,4.387380725159448,2917,114
joust,1248.9309281529447,4.308498924208255,2717,121
frugs,1248.9835029293863,4.432741901993582,2862,134
mirza,1249.1242676534073,4.368234175845837,2864,135
spits,1249.1919518963923,4.537605592480694,3181,128
yclad,1249.2886216466236,4.438501616157146,3081,128
whine,1249.3424298489053,4.449964788233534,2844,131
gists,1249.4309281529447,4.472368464955309,3150,119
vined,1249.7086031452359,4.52997190076278,3189,151
crush,1249.959142769041,4.490371605415298,2560,146
chado,1250.303885291397,4.446092473832442,2712,142
plank,1250.313752698119,4.453949914523774,3120,133
lahar,1250.4691643539932,4.41221561220197,3157,122
clang,1250.609158186864,4.452273278738454,3153,131
tucks,1250.6373728029603,4.527860737429317,3123,132
leugh,1250.7209374036386,4.401644451844993,2861,131
mount,1250.8296330558126,4.6052368183948005,3418,144
imbed,1251.0144927536232,4.3574704962256225,2973,124
newly,1251.1609620721554,4.392549826679285,2912,132
glisk,1251.1970397779833,4.412984268539814,2680,124
hasks,1251.286308973173,4.396165642675401,3001,118
rejig,1251.313598519889,4.206907074132579,2874,108
snips,1251.7995683009558,4.463267894533898,3138,125
twats,1251.8021893308664,4.34446847721976,2722,135
gerne,1251.990749306198,4.619896733013512,3391,150
smoot,1252.013105149553,4.415954346205546,2979,130
snogs,1252.0784767190873,4.412854406182119,3109,116
jells,1252.108695652174,4.15274495263344,2546,95
picks,1252.208294788776,4.519519429128223,3088,131
copsy,1252.431544865865,4.525527628481773,2633,146
wrath,1252.4333950046253,4.486095376447651,3098,148
pilis,1252.8798951588035,4.471612805670491,3027,123
meves,1252.9397163120568,4.39988154682122,2888,124
umbel,1253.2198581560283,4.346470717084531,2981,124
stobs,1253.3553808202282,4.368882087031159,3093,107
quods,1253.5232809127351,4.235007924318702,2872,92
chess,1253.6584952204748,4.377201919567558,2505,109
rower,1253.7651865556584,4.296776224671656,2990,114
pilei,1254.248997841505,4.383184895693326,3072,114
shags,1254.4613012642615,4.388247619598828,2832,122
thurl,1254.6384520505705,4.460738802101717,3049,134
ensew,1254.6440024668516,4.253867497059342,2449,118
brawl,1254.7627197039778,4.355492124698644,3014,117
kalif,1255.0698427382054,4.414877406376224,3117,133
upend,1255.1164045636756,4.391185957024275,2912,133
gassy,1255.1537156953439,4.31577423775262,2558,114
bolls,1255.1763798951588,4.430637060765842,2987,115
expat,1255.2579401788466,4.177141812979585,2375,109
pluto,1255.3717237126118,4.532829520009756,3259,141
elchi,1255.4440333024977,4.341602823590046,2516,120
hynde,1255.6429232192415,4.4125995147655095,3058,134
nikah,1255.7525439407955,4.4362108938930875,2995,131
tuart,1256.0123342584027,4.455819103076491,3025,139
fisty,1256.050107924761,4.443798067811192,2579,138
kolos,1256.2725871107,4.462857375597604,3067,136
prunt,1256.3851372186248,4.557010297060174,3275,144
vatic,1256.6845513413507,4.3334914879545865,3063,120
mopsy,1256.7062904717855,4.507302869968396,2680,144
waved,1256.7786000616713,4.309045463534476,2822,124
lobos,1256.9572926302806,4.43817832917449,2987,132
deify,1257.123650940487,4.422049117842003,2987,122
shama,1257.331637372803,4.394437258844002,2830,129
berob,1257.3839037927844,4.229443055546434,2881,105
anvil,1257.4782608695652,4.378049550782746,2866,145
eight,1257.5061671292015,4.400431324940305,2584,128
bassy,1257.5294480419366,4.309477377193505,2550,116
chibs,1257.7423681776133,4.449827952427737,2967,129
pixel,1257.7562442183164,4.332245217800997,3048,120
ancho,1257.8094357076782,4.35732359907187,2646,124
zincs,1257.8112858464385,4.348469525372447,2915,118
finks,1257.840117175455,4.487582704757331,3057,136
sybbe,1257.9645390070923,4.061168279107564,2283,96
calmy,1258.0343817452977,4.56599504773989,3317,148
wanty,1258.4162812210916,4.515907316974514,3259,141
sowls,1258.4528214616096,4.432228405050124,3161,119
shins,1258.462997224792,4.469387294075487,3142,125
tests,1258.476410730805,4.325071293716087,2725,113
flour,1258.4851988899168,4.381718646889715,3094,134
ratty,1258.5851063829787,4.408180757595895,3150,127
miche,1258.6691335183473,4.473983776003487,2863,135
saggy,1258.8536848596978,4.196839653626904,2558,106
bruin,1259.067992599445,4.510865245769572,3273,144
swede,1259.2707369719396,4.393505673325132,2834,127
ichor,1259.5394696268886,4.305684726026925,2986,115
aphid,1259.6296638914584,4.346234661098072,2786,120
vocal,1259.722787542399,4.359643651016346,2791,129
retry,1259.8125192722787,4.3918063315864035,3053,122
blaud,1259.8382670366943,4.511690669831701,3125,141
discs,1260.3532223250077,4.387576600042336,3083,113
schwa,1260.6580326857847,4.223679373878302,2580,116
wiver,1260.6823928461301,4.307797453280565,3029,127
lawny,1260.7897008942336,4.465447641198172,3230,141
pills,1260.8018809744065,4.469322151889224,3027,126
cowps,1260.9643848288622,4.466441115459385,3066,126
sumos,1261.1931853222325,4.486408177691692,3169,133
count,1261.2004316990442,4.630010600706556,3440,153
spiky,1261.4443416589577,4.426483719177374,2862,130
donne,1261.9122725871107,4.456059271947519,3002,124
kynds,1261.9340117175454,4.372543720776189,2798,129
quail,1261.9421831637374,4.15575168978345,2710,100
