guess,exp_remaining,entropy,worst_case,partitions
bubal,1950.931699044095,3.7698843498163983,3960,109
ippon,1951.0533456675917,3.6686983010615117,4045,101
dooly,1951.3465926611163,4.064559377579548,4571,125
nalla,1951.4645390070923,3.8259072541558137,4386,97
zygal,1952.2915510329942,3.730280290505647,4070,102
untin,1952.327937095282,3.801685013117029,4365,109
droog,1952.7870798643232,3.941708243827548,4418,117
cecum,1953.9619179771817,3.657514195334407,3833,89
opepe,1955.6336725254394,3.614045193080664,3852,88
dreed,1956.4613012642615,3.9642234087633237,4482,113
pumps,1956.6372186247302,3.8401842689954138,4107,106
cocos,1956.6736046870183,3.7438737910491424,3957,101
justs,1957.0510329941412,3.7932639466166904,4218,96
womyn,1957.6882516188714,3.907498459373651,4484,106
mumps,1957.9104224483503,3.8257279551001884,4107,103
occur,1958.2288004933703,3.679290478142213,4121,104
ilial,1958.563367252544,3.6496531517160293,3890,91
woful,1958.950354609929,3.8190277393221326,4391,103
greve,1959.041011409189,3.9013522158592586,4347,115
folky,1959.5516497070614,3.9906542925761332,4522,130
wowee,1959.859235275979,3.575321391833808,4226,68
psych,1959.9258402713538,3.7861615896037626,3431,103
pubic,1960.3911501695961,3.885819113045749,4449,106
lusus,1960.8866790009251,3.7228060439407353,4172,86
sunns,1961.0248226950355,3.8404114007702193,4267,90
ditzy,1961.026827012026,3.846057939990756,4446,103
promo,1961.131359851989,3.9170171225287946,4406,121
kippa,1961.3583102065988,3.704528592785546,3740,99
chica,1961.5650632130744,3.767107586657036,3739,108
brood,1962.073234659266,4.010590913650753,4472,134
tiyin,1962.2642614862782,3.8999547870396314,4530,97
idiom,1962.3280912735122,3.646159059837624,4207,101
reded,1962.586185630589,3.952489898966586,4482,112
kedge,1963.1618871415355,3.89654797917327,4489,103
nitty,1963.4421831637374,3.928740493864165,4530,117
dobro,1963.5252852297256,3.970338081261011,4472,134
fluty,1963.7647240209683,4.014333944648743,4526,129
dacha,1964.8586185630588,3.90482946707952,4466,110
welly,1964.8855997533149,3.808425601592077,4035,109
mhorr,1965.9781066913351,3.854493786399327,4395,97
endew,1967.4983040394695,3.8509327003851244,4379,114
paddy,1967.8580018501389,3.8234360039691184,4252,101
bozos,1970.4720937403638,3.7394556753677946,3997,109
tanna,1971.2630280604378,3.882053081079153,4449,106
cleve,1972.595436324391,3.882682846984374,4337,113
dolly,1973.13675609004,3.986578393488208,4571,126
zulus,1973.4697810669134,3.608757473752439,3960,78
sukhs,1973.5869565217392,3.918643230032273,4347,113
malwa,1974.1065371569534,3.905235623472122,4493,104
thill,1974.2725871107,3.899283355909533,4506,106
ugged,1974.368948504471,3.620210104777366,4032,96
wynns,1974.7790625963614,3.6937148472505297,3820,93
adrad,1974.9537465309897,3.7606747256555457,4288,98
zobos,1975.267961763799,3.7093891457434367,3997,107
kight,1975.4221399938328,3.8840772757910345,4523,98
withy,1975.4526672833797,3.8999753561726025,4498,122
fubsy,1975.9562133826703,3.8562776254305797,3550,109
grump,1976.0061671292015,3.922260037660158,4460,115
iring,1976.5171137835337,3.7807623273844353,4357,101
whity,1976.7607153869874,3.9526422270536683,4498,125
imshi,1977.2109158186863,3.5620239602006274,3514,93
breve,1977.972402096824,3.8988770702535698,4409,113
cacao,1978.1509404872031,3.6363893386588666,3948,97
fytte,1979.4176688251619,3.7190005895907983,3976,104
catch,1979.473018809744,3.808413488782044,4293,104
fatty,1981.1899475794019,3.8080752485307703,4247,110
toddy,1981.8945420906568,3.8544519224839147,4516,104
alway,1982.0340733888374,3.8822200856424725,4351,109
droob,1983.1534073388837,3.913520890997122,4472,118
midgy,1983.5991366019118,3.9863834881586326,4593,114
husks,1983.9150477952512,3.9102726650883493,4347,112
apply,1984.8242368177614,3.7607753552048795,4059,110
crwth,1985.1014492753623,3.9207756727653016,4448,111
thunk,1986.1421523280912,3.976453037575696,4590,123
dicky,1986.2143077397473,3.9651115376321044,4593,121
melee,1986.63598519889,3.8719046565249347,4546,95
bingy,1986.6524822695035,4.030698940806984,4626,120
chewy,1986.7938637064447,3.8298850547522685,3779,106
hokum,1987.81822386679,3.872197372108905,4510,112
skoff,1988.341196423065,3.500018260573437,3877,74
hatch,1988.6308973172988,3.7587752302679442,4293,103
fillo,1988.718008017268,3.7872376014900495,4215,105
fuzed,1988.8983965464076,3.7304620463410623,4172,99
rutty,1988.990286771508,3.9147489415979377,4463,116
hanch,1989.1441566450817,3.7542146343951583,4340,94
skugs,1989.2614862781375,3.8190222753612946,4345,96
yeuky,1989.3532223250077,3.5878562428127934,3794,84
crumb,1989.5572001233427,3.9319697504804703,4511,114
parra,1989.7240209682393,3.9121580618494844,4521,108
rooky,1990.0143385753931,3.9226092989746224,4460,111
ahigh,1990.4594511255011,3.6675638432181796,3784,103
chufa,1991.1213382670367,3.874162270075915,3926,116
goory,1991.3071230342275,3.9811647939992727,4512,120
wenge,1992.1349059512797,3.948176004860895,4490,114
emeer,1992.7425223558434,3.7110260326154476,4337,92
lipin,1993.7795251310515,3.8704904872075208,4508,112
imido,1996.218008017268,3.6666487399281826,4207,104
humus,1996.631822386679,3.780424534400357,4103,104
blunk,1997.8384212149244,3.9161556437046756,4528,119
begem,1997.9851988899168,3.863680325931139,4502,108
yucko,1998.0559666975023,3.850787778853297,4383,117
quirk,1998.1113166820844,3.6602135309736914,4323,91
ngwee,1998.464230650632,3.8207579531537323,4490,98
zooks,1998.5171137835337,3.7165224882855217,4105,103
civie,1998.7691951896393,3.749998733356512,3951,105
wally,2000.8283996299722,3.828400490111472,4351,117
jeely,2001.2747456059205,3.7431926142661864,4280,94
poops,2001.6702127659576,3.7609110172038234,4099,104
wheft,2003.2573234659267,3.7925976386808844,3871,122
fluyt,2003.5579710144928,3.893666796389669,4526,117
ponzu,2003.990595127968,3.791266201685455,4510,99
zamia,2004.4933703361085,3.744729772386919,4245,113
izzat,2005.00015417823,3.3836648410012318,3750,69
debud,2005.0416281221092,3.739409933502714,4114,104
embed,2005.2536231884058,3.8348400602390704,4455,106
nouny,2006.0827937095282,3.8455940601168015,4565,110
felly,2006.1290471785385,3.794896797066904,4061,111
vibex,2006.3805118717237,3.5890257399692502,4077,91
banak,2007.6503237742832,3.958841471189922,4594,119
ebook,2007.6985815602836,3.6492260243409604,3414,88
snuff,2008.0029293863706,3.55646569028573,3881,81
marra,2008.5283687943263,3.8902919430637004,4541,108
halfa,2009.567992599445,3.859129789888018,4514,108
guimp,2009.6705211224175,3.920461455654355,4586,116
gussy,2009.7440641381436,3.8248760245522795,3849,105
lemel,2009.7795251310515,3.8433049454976334,4546,94
subby,2009.8564600678385,3.6692511098956038,3884,99
blowy,2010.040703052729,3.9105088018876453,4530,112
vulgo,2010.5619796484737,3.8259335177822473,4386,106
wudus,2011.7658032685786,3.6477073073705575,4029,86
pubco,2011.8131359851989,3.9124267771706123,4499,111
rajah,2011.9580635214309,3.704488534370063,4401,96
inbox,2013.1262719703977,3.6014005550052817,4119,101
fjeld,2013.195806352143,3.668543107126908,4092,89
unban,2013.4059512796794,3.668160825805704,4000,101
khaki,2013.6376811594203,3.59341217640972,3797,96
tepee,2014.6623496762256,3.8250948627490273,4551,90
poulp,2014.7391304347825,3.8248970595988467,4534,100
ditty,2015.1467776749923,3.885682229460532,4607,106
sibbs,2015.3660191181004,3.6318043667943405,4207,81
stuff,2015.8620104841195,3.548165544217161,3998,79
ginch,2016.812827628739,3.9927275826641617,4676,117
poupt,2017.968701819303,3.836064237007252,4511,107
dutch,2018.3123650940488,3.9604824242008663,4625,120
weize,2020.8515263644774,3.679073867721546,4330,96
amban,2020.877582485353,3.829121901261999,4377,110
anata,2021.2786000616713,3.7454277770617024,4449,86
heuch,2021.2853839037928,3.6257222889499396,3908,95
enzym,2021.4668516805427,3.5090996167878696,3533,82
flimp,2022.0238976256553,3.8312031916849185,4563,101
tumpy,2023.113783533765,4.0105188555449525,4686,128
cough,2023.213536848597,4.0009062056551326,4654,130
xysts,2023.449892075239,3.5758261820849775,4056,82
humic,2023.6614246068455,3.9191184691596233,4578,116
quoif,2024.359697810669,3.4725404388560324,4067,78
deled,2024.8707986432316,3.913365531360934,4620,112
fritt,2024.9802651865557,3.873451732500422,4481,121
muggs,2026.0522664199816,3.7399785238752608,4118,100
comic,2027.36416897934,3.733539821345353,4397,104
dufus,2027.490749306198,3.6564103054033934,4034,88
tyiyn,2027.7469935245144,3.7272573112343177,4530,82
gouch,2028.5211224175146,3.964065179874402,4654,122
runny,2028.6069996916435,3.832536335801666,4445,103
kulfi,2028.8643231575702,3.8430383058197566,4464,114
doyly,2030.086493987049,3.815081669179521,4571,100
logon,2030.4449583718779,3.920557605425816,4564,123
taffy,2030.6645081714462,3.6204645377796463,4247,91
gawky,2030.786771507863,3.8268093965566696,4387,102
dixie,2032.8402713536848,3.6599329354754797,4169,94
khoum,2033.5291396854764,3.826129608367341,4510,110
kevel,2033.8607770582794,3.814497862793905,4536,109
knoll,2034.4942954054889,3.7486673246418114,4476,91
halwa,2035.7975639839656,3.850627300250245,4563,104
tinct,2036.072926302806,3.973117228785809,4711,118
mosso,2036.1563367252545,3.763533038955853,4034,96
illth,2036.3035769349367,3.7819707084508307,4506,92
thick,2037.177150786309,3.9625602844374024,4633,133
furor,2037.291242676534,3.8043954002806126,4450,113
vanda,2037.6105457909343,3.833151352013718,4544,106
busks,2037.9195189639222,3.8738994843969428,4425,109
duffs,2038.3564600678385,3.6047504800392933,4034,86
feyed,2039.0884983040394,3.8929877131564186,4619,115
naggy,2040.8538390379279,3.719450217280071,4337,99
jooks,2041.1117792167745,3.672219067870966,4167,101
breer,2041.5291396854764,3.872813486258603,4579,110
geeky,2041.6882516188714,3.8078447701024505,4342,99
jewie,2041.7203206907184,3.597760843624365,4321,81
baiza,2042.4976873265496,3.6832460534884994,4320,111
ching,2042.991520197348,3.929720850537317,4676,118
becke,2043.1662041319767,3.8433524268901373,4531,105
primi,2043.5625963613938,3.7813543752544607,4508,101
comby,2043.9526672833797,3.9721190109185236,4717,122
cleck,2045.0690718470553,3.63410372678208,3873,95
bevel,2045.240055504163,3.85767593348677,4578,108
woosh,2045.6703669441874,3.7968082610766793,3797,114
rhumb,2045.7571692876966,3.817140302502166,4505,107
emmer,2046.236355226642,3.631157568358292,4337,91
cheth,2046.5763182238668,3.7163078826754234,3869,99
rigid,2050.218008017268,3.864577259216727,4556,114
fenny,2051.877736663583,3.7093280620788804,4041,97
cycad,2051.8800493370336,3.669999312765023,4170,95
gazoo,2052.709528214616,3.5223687769382503,3956,93
booze,2053.423219241443,3.661530865596025,3887,106
howso,2054.8569226025284,3.745252837855168,3797,102
feyly,2055.2102991057664,3.622777158736902,4061,87
coxib,2055.292476102374,3.6709459345294584,4412,100
shojo,2055.4868948504472,3.5743481598641553,3983,87
clach,2055.646931853222,3.7348707149385287,4259,102
dunch,2055.7662658032687,3.96262498982932,4736,122
mochy,2055.9421831637374,3.981290194017046,4737,124
whiny,2056.217082947888,3.8825027074172036,4642,117
dunno,2057.1188714153564,3.842714477309747,4523,103
mucho,2058.0832562442183,3.9212238831839183,4542,127
bludy,2058.978723404255,4.005497410166082,4721,125
cheek,2059.017884674684,3.8477384239763293,4533,107
dilly,2059.436170212766,3.9094509138580498,4678,117
tiddy,2059.732346592661,3.779827767907723,4607,101
kazoo,2059.8293246993526,3.475213272358284,3930,88
trooz,2061.7801418439717,3.71914489072453,4461,103
fanny,2061.854301572618,3.7362174840207443,4385,101
fungo,2062.81868640148,3.8822291961855293,4518,120
wicca,2063.6652790625963,3.586652972039078,3893,92
wenny,2064.4209065679925,3.7222537436489693,4097,100
fordo,2064.717853839038,3.8500227390745114,4624,111
googs,2067.0889608387297,3.6495068058575146,4102,102
elpee,2067.2725871107,3.740377338959621,4596,86
sowff,2067.5915818686403,3.4790872137232616,4018,81
nihil,2067.918439716312,3.733621005788987,4550,91
plumy,2069.821307431391,4.0075194380013786,4753,133
lulls,2070.945266728338,3.630123326260323,4172,70
pujah,2070.9992291088497,3.6899792235296256,4107,101
gogos,2071.4102682701205,3.6291068262869617,4102,95
muhly,2072.2926302806045,3.9518161064707518,4724,122
mewed,2072.95436324391,3.9364037559679015,4723,116
dholl,2072.991057662658,3.788220253502291,4598,98
wefte,2074.5203515263643,3.820387230491089,4573,109
umpty,2075.59050262103,3.8574941017850084,4686,107
primp,2076.1981190255938,3.70128572066525,4508,93
annal,2076.1987357385137,3.6981158727385126,4386,94
lumpy,2076.2725871107,3.9911454655730068,4753,127
beech,2076.450971322849,3.792954834768497,4440,103
torot,2076.582485353068,3.848586328609448,4641,111
bazoo,2076.600678384212,3.514846556299306,3988,97
bezel,2076.8930003083565,3.753326838690568,4580,101
brava,2077.258556891767,3.763085877783396,4471,107
gazar,2078.5900400863397,3.7501625651980484,4540,102
heugh,2078.8413506012953,3.5694902885334696,3964,89
arrah,2079.105303731113,3.774504209672278,4539,100
kanga,2079.8883749614556,3.9010231392177075,4653,115
bwazi,2080.04563675609,3.513398353175317,3913,90
gamay,2080.1023743447427,3.9275811729571593,4695,112
dhaba,2080.469164353993,3.7695480555371295,4515,98
curvy,2080.5394696268886,3.851038133091163,4660,106
groom,2080.6705211224175,3.8343644111961477,4573,120
timid,2080.7778291705213,3.8516414142471893,4710,116
annat,2081.2702744372496,3.7507671393066193,4449,102
cooly,2081.981652790626,3.986204365938182,4770,120
brere,2082.0610545790933,3.841435660105114,4579,108
oppos,2082.7901634289237,3.5539219917954763,4099,93
cinct,2082.968393462843,3.864160517180751,4711,108
putto,2083.040240518039,3.8253317792486827,4511,119
dwell,2084.1313598519887,3.7019914047495557,4230,105
lulus,2084.1839346284305,3.618259928315282,4172,76
triff,2084.5969781066915,3.655273750901614,4481,92
worry,2084.7201665124885,3.8172858912333427,4664,109
clump,2084.8610854147396,3.892556365514558,4698,122
motty,2085.3879124267655,3.866013215118006,4717,109
cutto,2085.6749922910885,3.8383892471602548,4529,115
didie,2086.118100524206,3.6433123777148273,4207,95
chevy,2086.3482886216466,3.7225119349924443,3948,99
excel,2086.3889916743756,3.599027126344244,4424,94
penne,2086.8095898859083,3.8135070271713647,4618,97
pixie,2089.903176071539,3.589231777116222,4075,86
mooly,2091.242368177613,3.9656056550498855,4775,114
whipt,2091.5604378661733,3.8786777950159346,4671,115
ovoli,2092.132130743139,3.5888323737420773,4340,97
hullo,2092.869411039161,3.769417327862279,4513,98
alkyl,2093.821307431391,3.6391242638552996,4206,88
wonky,2093.958988590811,3.9426429166920784,4762,123
whoso,2094.00015417823,3.700534922186415,3797,109
pipis,2095.6150169596053,3.600834328449613,4180,88
fjord,2095.90949737897,3.6621406011996602,4495,86
lemme,2095.941258094357,3.7264212586287506,4546,94
boobs,2096.6483194572925,3.6196198948789435,4158,105
burgh,2097.523435090965,3.907215702022446,4700,122
shish,2097.8711069996916,3.5846296038281253,4183,85
kukri,2098.123496762257,3.5866688768275203,4328,100
daggy,2098.3330249768733,3.690139368478404,4410,102
kiddo,2098.5559666975023,3.6455689984360444,4348,98
flock,2100.404101140919,3.7985559622036367,4615,107
mezzo,2100.4104224483503,3.3244902292909835,3725,83
bobos,2100.5012334258404,3.60528579114133,4158,104
rotor,2100.559666975023,3.7737680705123964,4641,103
goold,2100.6120875732345,3.954754576682925,4775,123
bundy,2101.986740672217,3.9925611526487863,4815,125
colly,2102.366944187481,3.9111832765552115,4770,123
ungag,2102.416589577552,3.547327753824513,4063,90
pigmy,2103.372494603762,3.906465727320138,4770,119
skiff,2103.4440333024977,3.465071549020624,4053,77
flaxy,2103.4568300955907,3.6338698113810026,4251,90
bazar,2103.458217699661,3.7432491478179313,4573,102
gelee,2103.4788775824854,3.7856265303862298,4697,93
titup,2103.5821769966083,3.7601225017365976,4670,107
bough,2104.4111933395006,3.9041944746412924,4743,118
clack,2104.6836262719703,3.67218725802233,4339,101
broom,2105.3347209374037,3.8264004744278144,4610,127
rugby,2105.5468701819304,3.9162677628191154,4673,122
baddy,2105.803731113167,3.7190051964938267,4423,104
gimpy,2106.9377119950664,3.9004663429547044,4770,122
filch,2107.7802960222016,3.8874263398929307,4751,116
jebel,2110.5114091890223,3.6818332365381408,4602,91
dykey,2110.586185630589,3.599430704994773,4328,89
chirr,2110.740672217083,3.8182562680006544,4652,103
ninja,2112.259790317607,3.5334093662218784,3954,92
